날짜,코드,물류 기기,수량
20210119,2,A,8658
20210120,2,A,313
20210121,2,A,232
20210122,2,A,315
20210125,2,A,7819
20210126,2,A,240
20210127,2,A,234
20210128,2,A,289
20210129,2,A,402
20210201,2,A,23284
20210202,2,A,322
20210203,2,A,247
20210204,2,A,292
20210205,2,A,313
20210208,2,A,289
20210209,2,A,9399
20210210,2,A,208
20210215,2,A,3847
20210216,2,A,190
20210217,2,A,265
20210218,2,A,247
20210219,2,A,397
20210222,2,A,223
20210223,2,A,288
20210224,2,A,280
20210225,2,A,250
20210226,2,A,390
20210302,2,A,337
20210303,2,A,247
20210304,2,A,325
20210305,2,A,378
20210308,2,A,7414
20210309,2,A,267
20210310,2,A,208
20210311,2,A,385
20210312,2,A,282
20210315,2,A,159
20210316,2,A,7762
20210317,2,A,237
20210318,2,A,243
20210319,2,A,268
20210322,2,A,678
20210323,2,A,6814
20210324,2,A,216
20210325,2,A,256
20210326,2,A,261
20210329,2,A,231
20210330,2,A,8335
20210331,2,A,207
20210401,2,A,5745
20210402,2,A,223
20210405,2,A,6714
20210406,2,A,343
20210407,2,A,265
20210408,2,A,165
20210409,2,A,297
20210412,2,A,271
20210413,2,A,283
20210414,2,A,210
20210415,2,A,265
20210416,2,A,312
20210419,2,A,7426
20210420,2,A,270
20210421,2,A,409
20210422,2,A,252
20210423,2,A,264
20210426,2,A,262
20210427,2,A,523
20210428,2,A,6481
20210429,2,A,348
20210430,2,A,223
20210501,2,A,21
20210503,2,A,6390
20210504,2,A,190
20210506,2,A,571
20210507,2,A,328
20210510,2,A,6244
20210511,2,A,183
20210512,2,A,576
20210513,2,A,234
20210514,2,A,274
20210517,2,A,7758
20210518,2,A,517
20210520,2,A,213
20210521,2,A,253
20210524,2,A,6099
20210525,2,A,316
20210526,2,A,250
20210527,2,A,271
20210528,2,A,577
20210531,2,A,6927
20210601,2,A,270
20210602,2,A,291
20210603,2,A,253
20210604,2,A,559
20210607,2,A,8113
20210608,2,A,171
20210609,2,A,357
20210610,2,A,235
20210611,2,A,555
20210614,2,A,273
20210615,2,A,7620
20210616,2,A,402
20210617,2,A,168
20210618,2,A,555
20210621,2,A,7200
20210622,2,A,228
20210623,2,A,148
20210624,2,A,247
20210625,2,A,567
20210628,2,A,7338
20210629,2,A,219
20210630,2,A,456
20210701,2,A,184
20210702,2,A,216
20210705,2,A,6555
20210706,2,A,124
20210707,2,A,199
20210708,2,A,270
20210709,2,A,453
20210712,2,A,199
20210713,2,A,225
20210714,2,A,207
20210715,2,A,295
20210716,2,A,226
20210719,2,A,7422
20210720,2,A,243
20210721,2,A,295
20210722,2,A,292
20210723,2,A,223
20210726,2,A,8487
20210727,2,A,376
20210728,2,A,313
20210729,2,A,250
20210730,2,A,574
20210809,2,A,214
20210810,2,A,261
20210811,2,A,310
20210812,2,A,313
20210813,2,A,397
20210817,2,A,16782
20210818,2,A,174
20210819,2,A,220
20210820,2,A,330
20210823,2,A,243
20210824,2,A,310
20210825,2,A,169
20210826,2,A,7048
20210827,2,A,553
20210830,2,A,8593
20210831,2,A,312
20210901,2,A,334
20210902,2,A,220
20210903,2,A,265
20210906,2,A,8520
20210907,2,A,270
20210908,2,A,211
20210909,2,A,259
20210910,2,A,268
20210913,2,A,8175
20210914,2,A,435
20210915,2,A,273
20210916,2,A,336
20210917,2,A,334
20210923,2,A,204
20210924,2,A,222
20210927,2,A,211
20210928,2,A,292
20210929,2,A,294
20210930,2,A,153
20211001,2,A,286
20211005,2,A,243
20211006,2,A,201
20211007,2,A,270
20211008,2,A,598
20211012,2,A,27061
20211013,2,A,303
20211014,2,A,432
20211015,2,A,241
20211018,2,A,17026
20211019,2,A,298
20211020,2,A,331
20211021,2,A,177
20211022,2,A,549
20211025,2,A,306
20211026,2,A,220
20211027,2,A,553
20211028,2,A,240
20211029,2,A,508
20211101,2,A,268
20211102,2,A,171
20211103,2,A,328
20211104,2,A,286
20211105,2,A,201
20211108,2,A,14502
20211109,2,A,589
20211110,2,A,223
20211111,2,A,211
20211112,2,A,240
20211115,2,A,7986
20211116,2,A,267
20211117,2,A,552
20211118,2,A,213
20211119,2,A,207
20211122,2,A,7927
20211123,2,A,222
20211124,2,A,258
20211125,2,A,301
20211126,2,A,220
20211129,2,A,204
20211130,2,A,268
20211201,2,A,300
20211202,2,A,430
20211203,2,A,333
20211206,2,A,16485
20211207,2,A,204
20211208,2,A,208
20211209,2,A,190
20211210,2,A,240
20211213,2,A,7921
20211214,2,A,216
20211215,2,A,205
20211216,2,A,204
20211217,2,A,235
20211220,2,A,8053
20211221,2,A,291
20211222,2,A,234
20211223,2,A,184
20211224,2,A,396
20211227,2,A,7479
20211228,2,A,295
20211229,2,A,217
20211230,2,A,213
20211231,2,A,243
20220101,2,A,61
20220103,2,A,7698
20220104,2,A,217
20220105,2,A,337
20220106,2,A,207
20220107,2,A,213
20220110,2,A,8427
20220111,2,A,177
20220112,2,A,208
20220113,2,A,247
20220114,2,A,474
20220117,2,A,6829
20220118,2,A,250
20220119,2,A,591
20220120,2,A,267
20220121,2,A,189
20220124,2,A,235
20220125,2,A,303
20220126,2,A,532
20220127,2,A,175
20220128,2,A,142
20220201,2,A,42
20220203,2,A,123
20220204,2,A,247
20220207,2,A,288
20220208,2,A,513
20220209,2,A,270
20220210,2,A,340
20220211,2,A,324
20220214,2,A,22161
20220215,2,A,507
20220216,2,A,169
20220217,2,A,205
20220218,2,A,348
20220221,2,A,259
20220222,2,A,126
20220223,2,A,588
20220224,2,A,204
20220225,2,A,244
20220302,2,A,13816
20220303,2,A,202
20220304,2,A,247
20220307,2,A,430
20220308,2,A,312
20220310,2,A,450
20220311,2,A,237
20220314,2,A,126
20220315,2,A,579
20220316,2,A,8259
20220317,2,A,171
20220318,2,A,207
20220321,2,A,153
20220322,2,A,6627
20220323,2,A,253
20220324,2,A,303
20220325,2,A,538
20220328,2,A,517
20220329,2,A,301
20220330,2,A,6879
20220331,2,A,187
20220401,2,A,201
20220404,2,A,6556
20220405,2,A,253
20220406,2,A,492
20220407,2,A,138
20220408,2,A,208
20220411,2,A,6990
20220412,2,A,474
20220413,2,A,148
20220414,2,A,217
20220415,2,A,502
20220418,2,A,6979
20220419,2,A,721
20220420,2,A,171
20220421,2,A,202
20220422,2,A,456
20220425,2,A,6153
20220426,2,A,144
20220427,2,A,505
20220428,2,A,139
20220429,2,A,234
20220502,2,A,459
20220503,2,A,192
20220504,2,A,583
20220509,2,A,9472
20220510,2,A,178
20220511,2,A,453
20220512,2,A,201
20220513,2,A,490
20220516,2,A,5236
20220517,2,A,444
20220518,2,A,150
20220519,2,A,421
20220520,2,A,67
20220523,2,A,3930
20220524,2,A,126
20220525,2,A,510
20220526,2,A,105
20220527,2,A,147
20220530,2,A,3696
20220531,2,A,121
20220602,2,A,202
20220603,2,A,151
20220607,2,A,3583
20220608,2,A,258
20220609,2,A,108
20220610,2,A,460
20220614,2,A,4495
20220615,2,A,139
20220616,2,A,465
20220617,2,A,198
20220621,2,A,3616
20220622,2,A,744
20220623,2,A,148
20220624,2,A,208
20220627,2,A,292
20220628,2,A,205
20220629,2,A,103
20220630,2,A,430
20220701,2,A,375
20220704,2,A,7713
20220705,2,A,688
20220706,2,A,102
20220707,2,A,85
20220708,2,A,196
20220711,2,A,136
20220712,2,A,499
20220713,2,A,189
20220714,2,A,178
20220715,2,A,15
20220718,2,A,151
20220719,2,A,8904
20220720,2,A,522
20220721,2,A,460
20220725,2,A,559
20220726,2,A,229
20220727,2,A,199
20220728,2,A,345
20220808,2,A,196
20220809,2,A,9894
20220810,2,A,169
20220811,2,A,417
20220812,2,A,792
20220816,2,A,6310
20220817,2,A,438
20220818,2,A,187
20220819,2,A,234
20220822,2,A,7
20220823,2,A,5319
20220824,2,A,252
20220825,2,A,694
20220826,2,A,619
20220829,2,A,205
20220830,2,A,5275
20220831,2,A,166
20220901,2,A,225
20220902,2,A,214
20220906,2,A,5749
20220907,2,A,223
20220908,2,A,481
20220913,2,A,3667
20220914,2,A,520
20220915,2,A,442
20220916,2,A,411
20220919,2,A,5025
20220920,2,A,288
20220921,2,A,403
20220922,2,A,177
20220923,2,A,180
20220926,2,A,4744
20220927,2,A,478
20220928,2,A,162
20220929,2,A,447
20220930,2,A,114
20221004,2,A,4326
20221005,2,A,741
20221006,2,A,258
20221007,2,A,414
20221011,2,A,4044
20221012,2,A,493
20221013,2,A,111
20221014,2,A,717
20221017,2,A,168
20221018,2,A,532
20221019,2,A,216
20221020,2,A,631
20221024,2,A,436
20221025,2,A,169
20221026,2,A,9898
20221027,2,A,159
20221028,2,A,4
20221031,2,A,99
20221101,2,A,930
20221102,2,A,831
20221103,2,A,219
20221104,2,A,258
20221107,2,A,19059
20221108,2,A,870
20221109,2,A,153
20221110,2,A,306
20221111,2,A,819
20221114,2,A,10113
20221115,2,A,273
20221116,2,A,186
20221117,2,A,258
20221121,2,A,243
20221122,2,A,270
20221123,2,A,1014
20221124,2,A,951
20221125,2,A,576
20221128,2,A,14952
20221129,2,A,228
20221130,2,A,345
20221201,2,A,145
20221202,2,A,16
20221205,2,A,18
20221206,2,A,4696
20221207,2,A,460
20221208,2,A,138
20221209,2,A,492
20221212,2,A,3948
20221213,2,A,376
20221214,2,A,73
20221215,2,A,129
20221216,2,A,115
20221219,2,A,4944
20221220,2,A,184
20221221,2,A,205
20221222,2,A,237
20221223,2,A,117
20221226,2,A,4776
20221227,2,A,169
20221228,2,A,144
20221229,2,A,123
20221230,2,A,93
20230102,2,A,4257
20230103,2,A,151
20230104,2,A,70
20230105,2,A,87
20230106,2,A,150
20230109,2,A,67
20230110,2,A,157
20230111,2,A,471
20230112,2,A,219
20230113,2,A,222
20230116,2,A,133
20230117,2,A,126
20230118,2,A,180
20230119,2,A,81
20230125,2,A,60
20230126,2,A,11932
20230127,2,A,156
20230130,2,A,171
20230131,2,A,112
20230201,2,A,171
20230202,2,A,232
20230203,2,A,189
20230206,2,A,6492
20230207,2,A,184
20230208,2,A,72
20230209,2,A,85
20230210,2,A,166
20230213,2,A,4243
20230214,2,A,255
20230215,2,A,127
20230216,2,A,160
20230217,2,A,42
20230220,2,A,3568
20230221,2,A,273
20230222,2,A,121
20230223,2,A,145
20230224,2,A,103
20230227,2,A,229
20230228,2,A,138
20230302,2,A,141
20230303,2,A,148
20230306,2,A,8913
20230307,2,A,121
20230308,2,A,163
20230309,2,A,181
20230310,2,A,210
20230313,2,A,5014
20230314,2,A,118
20230315,2,A,252
20230316,2,A,49
20230317,2,A,103
20230320,2,A,4672
20230321,2,A,123
20230322,2,A,190
20230323,2,A,139
20230324,2,A,160
20230327,2,A,9354
20230328,2,A,234
20230329,2,A,265
20230330,2,A,118
20230331,2,A,189
20230403,2,A,4669
20230404,2,A,159
20230405,2,A,108
20230406,2,A,129
20230407,2,A,145
20230410,2,A,96
20230411,2,A,169
20230412,2,A,114
20230413,2,A,117
20230414,2,A,343
20230417,2,A,5046
20230418,2,A,145
20230419,2,A,70
20230420,2,A,145
20230421,2,A,105
20230424,2,A,4152
20230425,2,A,51
20230426,2,A,127
20230427,2,A,97
20230428,2,A,183
20230502,2,A,121
20230503,2,A,93
20230504,2,A,259
20230508,2,A,7347
20230509,2,A,169
20230510,2,A,111
20230511,2,A,213
20230512,2,A,169
20230515,2,A,70
20230516,2,A,147
20230517,2,A,93
20230518,2,A,81
20230519,2,A,193
20230522,2,A,9982
20230523,2,A,75
20230524,2,A,240
20230525,2,A,181
20230526,2,A,148
20230530,2,A,172
20230531,2,A,166
20230601,2,A,991
20230602,2,A,219
20230607,2,A,52
20230608,2,A,126
20230609,2,A,229
20230612,2,A,348
20230613,2,A,175
20230614,2,A,117
20230615,2,A,186
20230616,2,A,11755
20230619,2,A,5454
20230620,2,A,178
20230621,2,A,216
20230622,2,A,45
20230623,2,A,214
20230626,2,A,5386
20230627,2,A,133
20230628,2,A,234
20230629,2,A,91
20230630,2,A,97
20200101,3,A,297
20200102,3,A,544
20200103,3,A,417
20200104,3,A,327
20200105,3,A,202
20200106,3,A,330
20200107,3,A,463
20200108,3,A,571
20200109,3,A,453
20200110,3,A,894
20200111,3,A,288
20200112,3,A,256
20200113,3,A,417
20200114,3,A,411
20200115,3,A,847
20200116,3,A,1048
20200117,3,A,781
20200118,3,A,538
20200119,3,A,304
20200120,3,A,1159
20200121,3,A,949
20200122,3,A,760
20200123,3,A,562
20200124,3,A,283
20200125,3,A,25
20200127,3,A,220
20200128,3,A,475
20200129,3,A,1018
20200130,3,A,726
20200131,3,A,1116
20200201,3,A,376
20200202,3,A,153
20200203,3,A,315
20200204,3,A,567
20200205,3,A,1011
20200206,3,A,553
20200207,3,A,660
20200208,3,A,456
20200209,3,A,247
20200210,3,A,481
20200211,3,A,625
20200212,3,A,829
20200213,3,A,798
20200214,3,A,684
20200215,3,A,465
20200216,3,A,396
20200217,3,A,484
20200218,3,A,660
20200219,3,A,586
20200220,3,A,831
20200221,3,A,282
20200222,3,A,153
20200223,3,A,18
20200224,3,A,544
20200225,3,A,471
20200226,3,A,663
20200227,3,A,322
20200228,3,A,483
20200229,3,A,190
20200301,3,A,3364
20200302,3,A,618
20200303,3,A,562
20200304,3,A,625
20200305,3,A,774
20200306,3,A,627
20200307,3,A,495
20200308,3,A,411
20200309,3,A,588
20200310,3,A,583
20200311,3,A,799
20200312,3,A,799
20200313,3,A,490
20200314,3,A,487
20200315,3,A,316
20200316,3,A,537
20200317,3,A,531
20200318,3,A,822
20200319,3,A,483
20200320,3,A,1663
20200321,3,A,529
20200322,3,A,276
20200323,3,A,426
20200324,3,A,546
20200325,3,A,792
20200326,3,A,675
20200327,3,A,661
20200328,3,A,718
20200329,3,A,600
20200330,3,A,228
20200331,3,A,780
20200401,3,A,801
20200402,3,A,762
20200403,3,A,609
20200404,3,A,520
20200405,3,A,393
20200406,3,A,439
20200407,3,A,693
20200408,3,A,561
20200409,3,A,513
20200410,3,A,483
20200411,3,A,451
20200412,3,A,267
20200413,3,A,531
20200414,3,A,619
20200415,3,A,519
20200416,3,A,903
20200417,3,A,732
20200418,3,A,490
20200419,3,A,403
20200420,3,A,793
20200421,3,A,910
20200422,3,A,1239
20200423,3,A,768
20200424,3,A,723
20200425,3,A,736
20200426,3,A,370
20200427,3,A,582
20200428,3,A,847
20200429,3,A,876
20200430,3,A,657
20200501,3,A,1897
20200502,3,A,670
20200503,3,A,478
20200504,3,A,565
20200505,3,A,502
20200506,3,A,642
20200507,3,A,796
20200508,3,A,738
20200509,3,A,577
20200510,3,A,469
20200511,3,A,9844
20200512,3,A,298
20200513,3,A,352
20200514,3,A,336
20200515,3,A,472
20200516,3,A,259
20200517,3,A,145
20200518,3,A,268
20200519,3,A,264
20200520,3,A,597
20200521,3,A,486
20200522,3,A,325
20200523,3,A,244
20200524,3,A,162
20200525,3,A,162
20200526,3,A,264
20200527,3,A,426
20200528,3,A,777
20200529,3,A,1068
20200530,3,A,340
20200531,3,A,211
20200601,3,A,105
20200602,3,A,303
20200603,3,A,342
20200604,3,A,375
20200605,3,A,334
20200606,3,A,187
20200607,3,A,118
20200608,3,A,186
20200609,3,A,268
20200610,3,A,601
20200611,3,A,309
20200612,3,A,453
20200613,3,A,285
20200614,3,A,145
20200615,3,A,267
20200616,3,A,478
20200617,3,A,333
20200618,3,A,661
20200619,3,A,243
20200620,3,A,228
20200621,3,A,198
20200622,3,A,685
20200623,3,A,271
20200624,3,A,697
20200625,3,A,312
20200626,3,A,504
20200627,3,A,540
20200628,3,A,243
20200629,3,A,396
20200630,3,A,747
20200701,3,A,372
20200702,3,A,358
20200703,3,A,370
20200704,3,A,286
20200705,3,A,235
20200706,3,A,153
20200707,3,A,289
20200708,3,A,345
20200709,3,A,403
20200710,3,A,300
20200711,3,A,316
20200712,3,A,144
20200713,3,A,216
20200714,3,A,724
20200715,3,A,405
20200716,3,A,829
20200717,3,A,340
20200718,3,A,234
20200719,3,A,136
20200720,3,A,805
20200721,3,A,372
20200722,3,A,399
20200723,3,A,601
20200724,3,A,535
20200725,3,A,321
20200726,3,A,132
20200727,3,A,396
20200728,3,A,396
20200729,3,A,396
20200730,3,A,780
20200731,3,A,730
20200801,3,A,339
20200802,3,A,213
20200803,3,A,232
20200804,3,A,241
20200805,3,A,444
20200806,3,A,412
20200807,3,A,370
20200808,3,A,250
20200809,3,A,124
20200810,3,A,262
20200811,3,A,246
20200812,3,A,463
20200813,3,A,909
20200814,3,A,310
20200815,3,A,402
20200816,3,A,118
20200817,3,A,861
20200818,3,A,541
20200819,3,A,537
20200820,3,A,945
20200821,3,A,874
20200822,3,A,481
20200823,3,A,22
20200824,3,A,603
20200825,3,A,855
20200826,3,A,672
20200827,3,A,1066
20200828,3,A,621
20200829,3,A,271
20200830,3,A,66
20200831,3,A,621
20200901,3,A,559
20200902,3,A,403
20200903,3,A,673
20200904,3,A,570
20200905,3,A,231
20200906,3,A,21
20200907,3,A,594
20200908,3,A,552
20200909,3,A,739
20200910,3,A,840
20200911,3,A,408
20200912,3,A,312
20200913,3,A,63
20200914,3,A,555
20200915,3,A,577
20200916,3,A,649
20200917,3,A,447
20200918,3,A,597
20200919,3,A,208
20200920,3,A,796
20200921,3,A,990
20200922,3,A,763
20200923,3,A,540
20200924,3,A,1000
20200925,3,A,1105
20200926,3,A,814
20200927,3,A,51
20200928,3,A,669
20200929,3,A,847
20200930,3,A,121
20201001,3,A,91
20201003,3,A,142
20201004,3,A,27
20201005,3,A,412
20201006,3,A,399
20201007,3,A,1204
20201008,3,A,940
20201009,3,A,351
20201010,3,A,133
20201011,3,A,22
20201012,3,A,423
20201013,3,A,735
20201014,3,A,694
20201015,3,A,1164
20201016,3,A,979
20201017,3,A,342
20201018,3,A,72
20201019,3,A,546
20201020,3,A,891
20201021,3,A,1131
20201022,3,A,792
20201023,3,A,1108
20201024,3,A,339
20201025,3,A,42
20201026,3,A,552
20201027,3,A,1015
20201028,3,A,682
20201029,3,A,516
20201030,3,A,540
20201031,3,A,1155
20201101,3,A,28
20201102,3,A,420
20201103,3,A,616
20201104,3,A,417
20201105,3,A,501
20201106,3,A,588
20201107,3,A,262
20201108,3,A,51
20201109,3,A,897
20201110,3,A,357
20201111,3,A,484
20201112,3,A,471
20201113,3,A,516
20201114,3,A,229
20201115,3,A,39
20201116,3,A,406
20201117,3,A,421
20201118,3,A,463
20201119,3,A,454
20201120,3,A,637
20201121,3,A,187
20201122,3,A,21
20201123,3,A,606
20201124,3,A,490
20201125,3,A,1104
20201126,3,A,859
20201127,3,A,517
20201128,3,A,684
20201129,3,A,94
20201130,3,A,459
20201201,3,A,370
20201202,3,A,369
20201203,3,A,403
20201204,3,A,802
20201205,3,A,117
20201206,3,A,21
20201207,3,A,660
20201208,3,A,520
20201209,3,A,625
20201210,3,A,624
20201211,3,A,408
20201212,3,A,204
20201213,3,A,21
20201214,3,A,996
20201215,3,A,339
20201216,3,A,546
20201217,3,A,796
20201218,3,A,702
20201219,3,A,405
20201220,3,A,45
20201221,3,A,472
20201222,3,A,555
20201223,3,A,640
20201224,3,A,579
20201225,3,A,349
20201226,3,A,357
20201227,3,A,36
20201228,3,A,801
20201229,3,A,556
20201230,3,A,720
20201231,3,A,532
20210101,3,A,256
20210102,3,A,147
20210103,3,A,63
20210104,3,A,418
20210105,3,A,408
20210106,3,A,544
20210107,3,A,339
20210108,3,A,516
20210109,3,A,166
20210110,3,A,27
20210111,3,A,651
20210112,3,A,517
20210113,3,A,762
20210114,3,A,624
20210115,3,A,1164
20210116,3,A,399
20210117,3,A,25
20210118,3,A,1125
20210119,3,A,832
20210120,3,A,1425
20210121,3,A,1123
20210122,3,A,1470
20210123,3,A,523
20210124,3,A,46
20210125,3,A,892
20210126,3,A,903
20210127,3,A,954
20210128,3,A,526
20210129,3,A,1101
20210130,3,A,622
20210131,3,A,90
20210201,3,A,1608
20210202,3,A,544
20210203,3,A,801
20210204,3,A,604
20210205,3,A,598
20210206,3,A,297
20210207,3,A,40
20210208,3,A,258
20210209,3,A,480
20210210,3,A,517
20210211,3,A,154
20210213,3,A,105
20210214,3,A,6
20210215,3,A,879
20210216,3,A,874
20210217,3,A,636
20210218,3,A,771
20210219,3,A,865
20210220,3,A,417
20210221,3,A,24
20210222,3,A,724
20210223,3,A,846
20210224,3,A,1035
20210225,3,A,739
20210226,3,A,724
20210227,3,A,634
20210228,3,A,21
20210301,3,A,166
20210302,3,A,1395
20210303,3,A,625
20210304,3,A,429
20210305,3,A,573
20210306,3,A,250
20210307,3,A,24
20210308,3,A,418
20210309,3,A,397
20210310,3,A,574
20210311,3,A,552
20210312,3,A,430
20210313,3,A,283
20210314,3,A,109
20210315,3,A,447
20210316,3,A,487
20210317,3,A,456
20210318,3,A,477
20210319,3,A,591
20210320,3,A,235
20210321,3,A,81
20210322,3,A,481
20210323,3,A,481
20210324,3,A,483
20210325,3,A,456
20210326,3,A,463
20210327,3,A,480
20210328,3,A,22
20210329,3,A,232
20210330,3,A,987
20210331,3,A,531
20210401,3,A,505
20210402,3,A,319
20210403,3,A,316
20210404,3,A,24
20210405,3,A,372
20210406,3,A,688
20210407,3,A,448
20210408,3,A,541
20210409,3,A,453
20210410,3,A,375
20210411,3,A,22
20210412,3,A,315
20210413,3,A,628
20210414,3,A,687
20210415,3,A,558
20210416,3,A,621
20210417,3,A,237
20210418,3,A,87
20210419,3,A,799
20210420,3,A,936
20210421,3,A,783
20210422,3,A,361
20210423,3,A,567
20210424,3,A,57
20210426,3,A,426
20210427,3,A,487
20210428,3,A,586
20210429,3,A,424
20210430,3,A,210
20210501,3,A,2755
20210502,3,A,99
20210503,3,A,520
20210504,3,A,699
20210505,3,A,409
20210506,3,A,457
20210507,3,A,928
20210508,3,A,195
20210509,3,A,24
20210510,3,A,700
20210511,3,A,475
20210512,3,A,417
20210513,3,A,471
20210514,3,A,558
20210515,3,A,636
20210516,3,A,27
20210517,3,A,387
20210518,3,A,997
20210519,3,A,322
20210520,3,A,450
20210521,3,A,435
20210522,3,A,288
20210523,3,A,58
20210524,3,A,298
20210525,3,A,550
20210526,3,A,465
20210527,3,A,505
20210528,3,A,606
20210529,3,A,445
20210530,3,A,46
20210531,3,A,424
20210601,3,A,505
20210602,3,A,517
20210603,3,A,517
20210604,3,A,448
20210605,3,A,219
20210606,3,A,82
20210607,3,A,345
20210608,3,A,1056
20210609,3,A,465
20210610,3,A,448
20210611,3,A,828
20210612,3,A,205
20210613,3,A,28
20210614,3,A,303
20210615,3,A,826
20210616,3,A,588
20210617,3,A,402
20210618,3,A,978
20210619,3,A,268
20210620,3,A,25
20210621,3,A,1057
20210622,3,A,532
20210623,3,A,675
20210624,3,A,738
20210625,3,A,504
20210626,3,A,865
20210627,3,A,45
20210628,3,A,805
20210629,3,A,778
20210630,3,A,700
20210701,3,A,535
20210702,3,A,520
20210703,3,A,250
20210704,3,A,70
20210705,3,A,340
20210706,3,A,898
20210707,3,A,484
20210708,3,A,750
20210709,3,A,543
20210710,3,A,268
20210711,3,A,88
20210712,3,A,289
20210713,3,A,514
20210714,3,A,385
20210715,3,A,732
20210716,3,A,399
20210717,3,A,423
20210719,3,A,729
20210720,3,A,516
20210721,3,A,483
20210722,3,A,534
20210723,3,A,384
20210724,3,A,316
20210725,3,A,21
20210726,3,A,420
20210727,3,A,742
20210728,3,A,622
20210729,3,A,517
20210730,3,A,648
20210731,3,A,202
20210801,3,A,48
20210802,3,A,453
20210803,3,A,790
20210804,3,A,438
20210805,3,A,469
20210806,3,A,403
20210807,3,A,309
20210808,3,A,51
20210809,3,A,433
20210810,3,A,499
20210811,3,A,472
20210812,3,A,816
20210813,3,A,651
20210814,3,A,378
20210815,3,A,34
20210816,3,A,661
20210817,3,A,456
20210818,3,A,628
20210819,3,A,1099
20210820,3,A,613
20210821,3,A,297
20210822,3,A,70
20210823,3,A,487
20210824,3,A,673
20210825,3,A,621
20210826,3,A,612
20210827,3,A,543
20210828,3,A,301
20210830,3,A,462
20210831,3,A,643
20210901,3,A,1111
20210902,3,A,601
20210903,3,A,660
20210904,3,A,316
20210905,3,A,57
20210906,3,A,483
20210907,3,A,907
20210908,3,A,756
20210909,3,A,538
20210910,3,A,997
20210911,3,A,325
20210912,3,A,61
20210913,3,A,688
20210914,3,A,1063
20210915,3,A,796
20210916,3,A,574
20210917,3,A,507
20210918,3,A,301
20210919,3,A,46
20210922,3,A,199
20210923,3,A,603
20210924,3,A,640
20210925,3,A,372
20210926,3,A,49
20210927,3,A,675
20210928,3,A,477
20210929,3,A,559
20210930,3,A,451
20211001,3,A,525
20211002,3,A,1548
20211003,3,A,33
20211004,3,A,402
20211005,3,A,966
20211006,3,A,645
20211007,3,A,679
20211008,3,A,460
20211009,3,A,394
20211010,3,A,24
20211011,3,A,261
20211012,3,A,888
20211013,3,A,525
20211014,3,A,1191
20211015,3,A,780
20211016,3,A,270
20211017,3,A,54
20211018,3,A,895
20211019,3,A,720
20211020,3,A,600
20211021,3,A,718
20211022,3,A,694
20211023,3,A,309
20211024,3,A,22
20211025,3,A,885
20211026,3,A,654
20211027,3,A,634
20211028,3,A,826
20211029,3,A,1084
20211030,3,A,411
20211031,3,A,40
20211101,3,A,583
20211102,3,A,1125
20211103,3,A,609
20211104,3,A,738
20211105,3,A,541
20211106,3,A,1128
20211107,3,A,30
20211108,3,A,483
20211109,3,A,597
20211110,3,A,882
20211111,3,A,1129
20211112,3,A,592
20211113,3,A,459
20211114,3,A,22
20211115,3,A,456
20211116,3,A,517
20211117,3,A,430
